wkt_geom,Station,Name,lat,lon,Elevation,Basin_Area
Point (36.56969999999999743 38.03190000000000026),2006,GÖKSUN NEHRİ - KARAAHMET,38.0319,36.5697,1324,739.2
Point (35.91720000000000113 37.3393999999999977),2007,SONBOZ ÇAYI - ÇUKURKÖPRÜ,37.3394,35.9172,35,623
Point (36.90529999999999688 37.41810000000000258),20.Ceyhan,Havzasi,37.4181,36.9053,443,760
Point (36.636099999999999 38.04359999999999786),20.Ceyhan,Havzasi,38.0436,36.6361,1315,32
Point (36.54529999999999745 37.12939999999999685),20-73,HASANBEYLİ D.-HASANBEYLİ,37.1294,36.5453,730,23.9
Point (36.54529999999999745 37.12939999999999685),20.Ceyhan,Havzasi,37.1294,36.5453,730,23
Point (35.63360000000000127 36.95720000000000027),2004,CEYHAN NEHRİ - MİSİS,36.9572,35.6336,13,20466
Point (35.63419999999999987 36.95779999999999887),2004,CEYHAN NEHRİ - MİSİS,36.9578,35.6342,15,20466
Point (36.46690000000000254 38.06860000000000355),20.Ceyhan,Havzasi,38.0686,36.4669,1364,194.8
Point (36.79829999999999757 37.62080000000000268),2001,CEYHAN NEHRİ - KILAVUZLU,37.6208,36.7983,450,8484
Point (36.35329999999999728 36.25139999999999674),1907,ASİ NEHRİ - DEMİRKÖPRÜ,36.2514,36.3533,85,16170
Point (36.216700000000003 36.25280000000000058),1907,ASİ NEHRİ - DEMİRKÖPRÜ,36.2528,36.2167,125,16170
Point (36.54390000000000072 36.30689999999999884),1906,AFRİN DERESİ - MÜŞRÜFLÜ,36.3069,36.5439,98,2764.4
Point (36.35390000000000299 36.25079999999999814),1907,ASİ NEHRİ - DEMİRKÖPRÜ,36.2508,36.3539,85,16170
Point (36.15690000000000026 36.19780000000000086),1908,ASİ NEHRİ - ANTAKYA,36.1978,36.1569,71,22624.4
Point (36.16109999999999758 36.20309999999999917),1908,ASİ NEHRİ - ANTAKYA,36.2031,36.1611,73,22624.4
Point (36.22059999999999746 36.25280000000000058),1907,ASİ NEHRİ - DEMİRKÖPRÜ,36.2528,36.2206,85,16170
Point (36.35499999999999687 36.25439999999999685),1907,ASİ NEHRİ - DEMİRKÖPRÜ,36.2544,36.355,85,16170
Point (36.14359999999999928 36.12859999999999872),1901,DEFNE S - HARBİYE,36.1286,36.1436,250,0
Point (36.41109999999999758 36.50330000000000297),1905,KARASU - TORUN KÖPRÜSÜ,36.5033,36.4111,84,1768
Point (36.38830000000000098 36.22140000000000271),19-30,ASİ NEHRİ-EŞREFİYE KARAKOLU,36.2214,36.3883,95,16120
Point (36.573599999999999 36.6606000000000023),19-31,KARASU NEHRİ-KALETEPE KARAKOLU,36.6606,36.5736,195,1042.6
Point (36.54890000000000327 36.30530000000000257),1906,AFRİN DERESİ - MÜŞRÜFLÜ,36.3053,36.5489,150,2730
Point (36.54310000000000258 36.30689999999999884),1906,AFRİN DERESİ - MÜŞRÜFLÜ,36.3069,36.5431,98,2764.4
Point (36.41109999999999758 36.5046999999999997),1905,KARASU - TORUN KÖPRÜSÜ,36.5047,36.4111,84,1768
Point (36.41140000000000043 36.50529999999999831),1905,KARASU - TORUN KÖPRÜSÜ,36.5053,36.4114,145,1844
Point (36.35029999999999717 37.30250000000000199),20-33,SABUN SUYU-BOYALI,37.3025,36.3503,110,288.2
Point (36.88329999999999842 37.11670000000000158),20-40,İçeri S.-BALLIKAYA,37.1167,36.8833,670,79
Point (36.32690000000000197 37.44809999999999661),20-13,ANDIRIN S.-TOKMAKLI,37.4481,36.3269,205,105.1
Point (36.0852999999999966 37.19669999999999987),20-24,CEYHAN N.-HEMİTE,37.1967,36.0853,36,15700
Point (35.89249999999999829 37.5356000000000023),20-45,KIRK S.-ESKİMANTAŞ,37.5356,35.8925,276,170
Point (36.2546999999999997 37.44749999999999801),20-46,KESİK S.-SARIDANIŞMANLI,37.4475,36.2547,200,420
Point (36.00359999999999872 37.55890000000000128),20-43,KESİK S.-TAŞKÖPRÜ,37.5589,36.0036,194,163
Point (35.83610000000000184 37.55499999999999972),20-44,DALACAK DERESİ-DAĞILCAK,37.555,35.8361,425,35
Point (36.68670000000000186 36.84920000000000329),1911,KARASU - TAHTAKÖPRÜ,36.8492,36.6867,370,785.6
Point (37.45000000000000284 37.70000000000000284),20-02,Aksu Ç.-BAŞPINAR,37.7,37.45,895,197.1
Point (36.16499999999999915 36.20889999999999986),1908,ASİ NEHRİ - ANTAKYA,36.2089,36.165,90,22624.4
Point (36.15690000000000026 36.2143999999999977),1908,ASİ NEHRİ - ANTAKYA,36.2144,36.1569,71,22624.4
Point (36.28029999999999688 37.04829999999999757),20-08,KARAÇAY-OSMANİYE,37.0483,36.2803,255,131.1
Point (36.49309999999999832 37.17920000000000158),20-10,HAMIS Ç.-ARIKLIKAŞI,37.1792,36.4931,493,227.1
Point (36.33670000000000044 37.09940000000000282),20-05,YARPUZ CAYI-CONA,37.0994,36.3367,265,94
Point (36.46940000000000026 37.28079999999999927),20-06,SABUN SUYU-HARUNİYE,37.2808,36.4694,340,174.9
Point (36.41310000000000002 38.73749999999999716),1834,ZAMANTİ N. - KILIÇMEHMET,38.7375,36.4131,1503,2393.5
Point (35.85499999999999687 37.93079999999999785),1835,ASMACA ÇAYI - SÜPHANDERE,37.9308,35.855,802,497.1
Point (35.93390000000000128 37.99439999999999884),1833,PAĞNIK SUYU - ÇORAK,37.9944,35.9339,980,255.9
Point (36.41360000000000241 38.73720000000000141),1834,ZAMANTİ N. - KILIÇMEHMET,38.7372,36.4136,1503,2393.5
Point (35.38859999999999673 37.71220000000000283),1837,KÜÇÜK DERE - ŞAMADAN BELİ,37.7122,35.3886,951,32.3
Point (36.4731000000000023 38.44890000000000185),1838,SARIZ ÇAYI - SARIZ,38.4489,36.4731,1542,303.1
Point (35.85499999999999687 37.93169999999999931),1835,ASMACA ÇAYI - SÜPHANDERE,37.9317,35.855,802,497.1
Point (35.37169999999999703 37.6296999999999997),1836,YAPRAKLI DERE - SUÇATI,37.6297,35.3717,749,78.9
Point (35.07079999999999842 37.48169999999999646),1830,KÖRKÜN SUYU - KARAKUZ,37.4817,35.0708,830,1230.5
Point (35.07000000000000028 37.47610000000000241),1831,KARAKUZ - YANDERE,37.4761,35.07,825,51.2
Point (34.95609999999999928 37.55639999999999645),1829,KÖRKÜN SUYU - KAMIŞLI,37.5564,34.9561,1107,1065
Point (35.07189999999999941 37.48109999999999786),1830,KÖRKÜN SUYU - KARAKUZ,37.4811,35.0719,830,1230.5
Point (36.43330000000000268 38.71110000000000184),1832,ÖZDERE - BÜYÜKGÜMÜŞGÜN,38.7111,36.4333,1534,174.9
Point (35.93359999999999843 37.99439999999999884),1833,PAĞNIK SUYU - ÇORAK,37.9944,35.9336,980,255.9
Point (36.45830000000000126 38.68439999999999657),1832,ÖZDERE - BÜYÜKGÜMÜŞGÜN,38.6844,36.4583,1575,166.3
Point (36.43670000000000186 38.70940000000000225),1832,ÖZDERE - BÜYÜKGÜMÜŞGÜN,38.7094,36.4367,1534,174.9
Point (35.97220000000000084 36.39920000000000044),19-22,BEYKÖY D.-BEYKÖY,36.3992,35.9722,100,23
Point (35.94030000000000058 36.375),19-23,H.AHMET D-H.AHMETLİ,36.375,35.9403,80,43
Point (35.92219999999999658 36.36110000000000042),19-20,HÖYÜK D.-HÖYÜK,36.3611,35.9222,80,35
Point (35.90140000000000242 36.35529999999999973),19-21,AVCILAR S.-AVCILAR,36.3553,35.9014,100,27
Point (36.30969999999999942 36.12919999999999732),19-28,BEYAZÇAY -ALAKENT,36.1292,36.3097,195,193.2
Point (36.01500000000000057 36.16080000000000183),19-29,BÜYÜK KARAÇAY-YAYLICA,36.1608,36.015,139,107.8
Point (36.20810000000000173 36.2727999999999966),19-26,KÜCÜK ASİ-HASANLI KÖP.,36.2728,36.2081,75,6244.4
Point (36.25419999999999732 36.33420000000000272),19-27,KARASU NEHRİ-ARPAHAN,36.3342,36.2542,78,6244.4
Point (36.00419999999999732 36.07750000000000057),19-09,ASİ N.-CÖĞÜRLÜ,36.0775,36.0042,11,23205
Point (36.68889999999999674 36.95920000000000272),19-12,KARASU N.-TAHTA KÖP.BARAJ GİRİŞİ,36.9592,36.6889,455,478
Point (35.84140000000000015 38.15859999999999985),1839,İKİZDERE - ÇATALOLUK,38.1586,35.8414,1370,103
Point (36.716700000000003 37.04999999999999716),19-08,Emen Anatahliye Kanalı.,37.05,36.7167,0,0
Point (36.15079999999999671 36.51749999999999829),19-18,BELEN ÇAYI-MÜFTÜLER,36.5175,36.1508,165,61
Point (36.89999999999999858 36.79999999999999716),19-19,Sabun S.-GÜNEŞLİ,36.8,36.9,0,276
Point (36.25139999999999674 36.88810000000000144),19-14,DELİÇAY-MUTLUÇUKUR,36.8881,36.2514,200,161.5
Point (36.01919999999999789 36.43780000000000285),19-16,GÖNEN CAYI-ADA MAHALLESİ,36.4378,36.0192,240,94
Point (43.5227999999999966 40.86749999999999972),24-94,ALABALIKDERE-KOÇKÖYÜ,40.8675,43.5228,1794,73
Point (44.18469999999999942 40.03670000000000329),2401,ARAS NEHRİ - HORASAN,40.0367,44.1847,1490,5370.8
Point (43.58919999999999817 40.86110000000000042),24-90,KARAHANÇAYI-TAŞDERE,40.8611,43.5892,1745,76
Point (43.10000000000000142 40.61670000000000158),24-91,KARSÇAYI FAKÜLTE ÖNÜ,40.6167,43.1,1690,2510
Point (43.14419999999999789 40.18189999999999884),2402,ARAS NEHRİ - KAĞIZMAN,40.1819,43.1442,1145,8958
Point (41.81029999999999802 39.75030000000000285),2403,ARAS NEHRİ - ÇÜLLÜ KÖP.,39.7503,41.8103,1775,1875.6
Point (44.18439999999999657 40.03779999999999717),2401,ARAS NEHRİ - HORASAN,40.0378,44.1844,1533,5397.6
Point (43.14889999999999759 40.18139999999999645),2402,ARAS NEHRİ - KAĞIZMAN,40.1814,43.1489,1140,8872.8
Point (39.93330000000000268 40.06669999999999732),24-79,SARISU GÜLVEREN,40.0667,39.9333,1416,2230
Point (42.13419999999999987 40.216700000000003),24-81,ÇAMLIKALE DERE DÖNERTAS,40.2167,42.1342,1910,49.6
Point (41.39999999999999858 39.88329999999999842),24-75,YIKILGAN DERE YIKLGAN,39.8833,41.4,2040,25.8
Point (43.60499999999999687 39.91499999999999915),24-78,ACIÇAY HAMURKESEN,39.915,43.605,1800,128.2
Point (42.466700000000003 40.466700000000003),24-88,KARS ÇAYI ALABALIK REGÜLATÖRÜ,40.4667,42.4667,1840,1686.7
Point (43.58330000000000126 40.29999999999999716),24-89,DİGOR ÇAYI-DÜZGEÇİT,40.3,43.5833,1355,605
Point (42.25 40.11999999999999744),24-83,SÜNGÜTAS DERE ÇERMIK,40.12,42.25,1636,486.3
Point (42 39.70889999999999986),24-85,KARAYAZIDERESI KARASU,39.7089,42,2128,150
Point (43.52499999999999858 40.77669999999999817),2410,KARS ÇAYI - GEÇİTKÖY,40.7767,43.525,1800,4625.2
Point (43.13470000000000226 41.12890000000000157),2411,ÇILDIR SUYU - ÇILDIR,41.1289,43.1347,1940,240.8
Point (43.16969999999999885 40.72440000000000282),2409,KARS ÇAYI - GÜVERCİNKAYA,40.7244,43.1697,1700,2926
Point (43.1717000000000013 40.72440000000000282),2409,KARS ÇAYI - GÜVERCİNKAYA,40.7244,43.1717,1670,2928
Point (42.96139999999999759 40.49000000000000199),2414,KARS ÇAYI - DİKME,40.49,42.9614,1765,1798
Point (41.88389999999999702 39.96940000000000026),2416,ARAS NEHRİ - ÇOBANDEDE,39.9694,41.8839,1715,4561.6
Point (43.13470000000000226 41.12890000000000157),2411K,ÇILDIR SUYU - ÇILDIR (ISALE KANALI),41.1289,43.1347,1875,308.4
Point (43.32560000000000144 40.84190000000000254),2412,HACIKOTU DERESİ - ARPAÇAY,40.8419,43.3256,1675,144
Point (44.18780000000000285 39.57220000000000226),2405,SARISU - KANİKÖRK,39.5722,44.1878,1540,1778.4
Point (44.33279999999999887 39.46640000000000015),2406,SARISU - GÜLVEREN,39.4664,44.3328,1450,2230
Point (41.79809999999999803 39.71220000000000283),2404,ÇAĞLIKHAN DERESİ - ÇAĞLIKHAN,39.7122,41.7981,1825,550
Point (41.79579999999999984 39.71529999999999916),2404,ÇAĞLIKHAN DERESİ - ÇAĞLIKHAN,39.7153,41.7958,1790,552.4
Point (43.98810000000000286 39.54359999999999786),2408,SARISU - NONAK KÖPRÜSÜ,39.5436,43.9881,1680,388.8
Point (43.17499999999999716 40.7231000000000023),2409,KARS ÇAYI - GÜVERCİNKAYA,40.7231,43.175,1670,2928
Point (43.35390000000000299 40.85940000000000083),2407,ÇILDIR GÖL AYAĞI - TAŞBAŞI,40.8594,43.3539,2000,44.4
Point (43.98360000000000269 39.54330000000000211),2408,SARISU - NONAK KÖPRÜSÜ,39.5433,43.9836,1685,393.6
Point (42.10249999999999915 41.23969999999999914),2346,KARÇKAL DERESİ - VERENİBAĞLARI,41.2397,42.1025,523,127
Point (40.01559999999999917 40.34360000000000213),2347,ÇORUH ÇAYI - TAŞ KÖPRÜ,40.3436,40.0156,1584,1357
Point (41.68970000000000198 41.36169999999999902),2344,DEVİSKEL DERESİ - BORÇKA,41.3617,41.6897,110,178.1
Point (41.3796999999999997 40.72560000000000002),2345,HÜNGEMEK DERESİ - CALA,40.7256,41.3797,860,91.5
Point (42.716700000000003 40.51670000000000016),24-28,KEKEÇ SUYU ESKİGEÇİT,40.5167,42.7167,1890,235.4
Point (42.60000000000000142 40.14999999999999858),24-29,ARAS NEHRİ KARAKURT,40.15,42.6,1443,7086
Point (42.85000000000000142 41.033299999999997),24-18,KANTARLI ÇAYI-ÇAYAĞZI,41.0333,42.85,1790,502
Point (42.716700000000003 40.38329999999999842),24-22,GÜNEY DERE TANSUK,40.3833,42.7167,1890,61.2
Point (41.52579999999999671 40.89000000000000057),2340,ÖĞDEM DERESİ - UYSALLAR,40.89,41.5258,680,202
Point (41.57500000000000284 40.92889999999999873),2341,ARCIVAN DERESİ - ESENDAL,40.9289,41.575,1150,129.8
Point (41.53170000000000073 40.87420000000000186),2340,ÖĞDEM DERESİ - UYSALLAR,40.8742,41.5317,682,202
Point (41.53059999999999974 40.87469999999999715),2340,ÖĞDEM DERESİ - UYSALLAR,40.8747,41.5306,682,202
Point (41.40220000000000056 40.96889999999999787),2342,PARHAL SUYU - ALTIPARMAK,40.9689,41.4022,1122,318.4
Point (41.39829999999999899 40.96970000000000312),2342,PARHAL SUYU - ALTIPARMAK,40.9697,41.3983,1080,318.4
Point (41.57500000000000284 40.93030000000000257),2341,ARCIVAN DERESİ - ESENDAL,40.9303,41.575,1150,129.8
Point (41.4018999999999977 40.96809999999999974),2342,PARHAL SUYU - ALTIPARMAK,40.9681,41.4019,1130,318.4
Point (42.783299999999997 41.23329999999999984),24-63,COT SUYU-KOYUNPINAR,41.2333,42.7833,1939,240
Point (42.66669999999999874 40.76670000000000016),24-65,TÜRKMENDERE-SENEMOĞLU,40.7667,42.6667,2056,91.45
Point (42.04999999999999716 40.14999999999999858),24-58,KISLADERESI ÇAYIRDÜZÜ,40.15,42.05,1760,77.1
Point (42.033299999999997 39.783299999999997),24-60,KÖYALTIDERE ÇATALÖREN,39.7833,42.0333,2225,73.4
Point (43.10000000000000142 40.783299999999997),24-70,SUSUZÇAYI-SUSUZ,40.7833,43.1,1755,210.8
Point (42.68330000000000268 40.48329999999999984),24-73,KATRANLI Ç.-BÖLÜKBAŞI,40.4833,42.6833,1920,140
Point (43.93330000000000268 39.54999999999999716),24-67,BALIKGÖLÜ SUYU TANIKTEPE,39.55,43.9333,1702,622
Point (42.64999999999999858 40.36670000000000158),24-69,SARIKAMIŞ DERESİ YAĞBASAN,40.3667,42.65,2007,114.94
Point (41.60000000000000142 39.89999999999999858),24-43,ACI ÇAY BULKASIM,39.9,41.6,1780,32.5
Point (41.41669999999999874 39.75),24-46,MADRAK SUYU HASANAGAKOMU,39.75,41.4167,2000,180.8
Point (43.60000000000000142 39.716700000000003),24-32,BALIKGÖLÜ SUYU-AKTARLA,39.7167,43.6,2250,112.8
Point (41.60000000000000142 39.89999999999999858),24-40,MASAT DERESI BULKASIM,39.9,41.6,1840,95.5
Point (42.81669999999999732 40.83330000000000126),24-50,KAYINLIK DERE-BALÇEŞME,40.8333,42.8167,2200,195
Point (42.48329999999999984 41.06669999999999732),24-53,KURA NEHRİ-ÇATALKÖPRÜLER,41.0667,42.4833,1850,1613.2
Point (43.33330000000000126 40.43330000000000268),24-48,DİGOR SUYU-GÜLHAYRAN,40.4333,43.3333,1950,78.5
Point (43.466700000000003 40.35000000000000142),24-49,DİGOR ÇAYI-HİSARÖNÜ,40.35,43.4667,1700,258.7
Point (42.17329999999999757 40.80360000000000298),2329,OLTU SUYU - ÇOŞKUNLAR,40.8036,42.1733,995,3538.8
Point (41.17499999999999716 40.6366999999999976),2330,ÇAMLIKAYA DERESİ - ÇAMLIKAYA,40.6367,41.175,1050,113.6
Point (42.17439999999999856 40.76530000000000342),2329,OLTU SUYU - ÇOŞKUNLAR,40.7653,42.1744,1005,3538.8
Point (42.17439999999999856 40.76610000000000156),2329,OLTU SUYU - ÇOŞKUNLAR,40.7661,42.1744,1004,3538.8
Point (41.82030000000000314 41.30250000000000199),2331,DEVİSKEL DERESİ - GÜNDOĞDU,41.3025,41.8203,560,99.7
Point (41.80810000000000315 41.30279999999999774),2331,DEVİSKEL DERESİ - GÜNDOĞDU,41.3028,41.8081,560,99.7
Point (41.17560000000000286 40.6366999999999976),2330,ÇAMLIKAYA DERESİ - ÇAMLIKAYA,40.6367,41.1756,995,113.6
Point (41.80579999999999785 41.30250000000000199),2331,DEVİSKEL DERESİ - GÜNDOĞDU,41.3025,41.8058,560,101.2
Point (42.290300000000002 41.37080000000000268),2326,MEYDANCIK DERESİ - DUTLU,41.3708,42.2903,875,248
Point (42.28999999999999915 41.37189999999999657),2326,MEYDANCIK DERESİ - DUTLU,41.3719,42.29,1130,248
Point (42.13000000000000256 40.63280000000000314),2325,OLTU SUYU - AŞAĞIKUMLU,40.6328,42.13,1129,1762
Point (42.13000000000000256 40.63389999999999702),2325,OLTU SUYU - AŞAĞIKUMLU,40.6339,42.13,1129,1762
Point (42.16080000000000183 41.25939999999999941),2327,BERTA SUYU - ÇİFTEHANLAR,41.2594,42.1608,835,1216.4
Point (42.0180999999999969 41.14189999999999969),2328,ARDANUÇ DERESİ - FERHATLI,41.1419,42.0181,365,546.8
Point (42.16080000000000183 41.25860000000000127),2327,BERTA SUYU - ÇİFTEHANLAR,41.2586,42.1608,570,1216.4
Point (42.16190000000000282 41.25860000000000127),2327,BERTA SUYU - ÇİFTEHANLAR,41.2586,42.1619,570,1216.4
Point (41.4994000000000014 40.95170000000000243),2336,PARHAL SUYU - İKİZKAVAK,40.9517,41.4994,805,541.3
Point (41.20609999999999928 40.62939999999999685),2337,ÇORUH NEHRİ - ÇAMLIKAYA,40.6294,41.2061,892,6634.2
Point (41.71750000000000114 40.88889999999999958),2335,ÇORUH NEHRİ - İNANLI,40.8889,41.7175,435,15687.1
Point (41.49830000000000041 40.95029999999999859),2336,PARHAL SUYU - İKİZKAVAK,40.9503,41.4983,805,541.3
Point (41.62389999999999901 41.30939999999999657),2339,MURGUL SUYU - ERENKÖY,41.3094,41.6239,213,297.7
Point (41.62330000000000041 41.31060000000000088),2339,MURGUL SUYU - ERENKÖY,41.3106,41.6233,209,297.7
Point (40.77830000000000155 40.43639999999999901),2338,ÇORUH NEHRİ - PAZARYOLU,40.4364,40.7783,1265,5168.1
Point (40.77830000000000155 40.43670000000000186),2338,ÇORUH NEHRİ - PAZARYOLU,40.4367,40.7783,1265,5168.1
Point (42.32639999999999958 41.261099999999999),2333,MANSURAT DERESİ - ŞAVŞAT,41.2611,42.3264,865,329.3
Point (42.033299999999997 41.20889999999999986),2334,BERTA SUYU - BAĞLIK,41.2089,42.0333,366,1472.6
Point (42.3130999999999986 41.25670000000000215),2333,MANSURAT DERESİ - ŞAVŞAT,41.2567,42.3131,830,322.6
Point (42.31280000000000285 41.25780000000000314),2333,MANSURAT DERESİ - ŞAVŞAT,41.2578,42.3128,830,322.6
Point (41.71580000000000155 40.88029999999999831),2335,ÇORUH NEHRİ - İNANLI,40.8803,41.7158,435,15687.1
Point (41.71609999999999729 40.88889999999999958),2335,ÇORUH NEHRİ - İNANLI,40.8889,41.7161,435,15687.1
Point (42.033299999999997 41.209699999999998),2334,BERTA SUYU - BAĞLIK,41.2097,42.0333,366,1472.6
Point (42.033299999999997 41.21000000000000085),2334,BERTA SUYU - BAĞLIK,41.21,42.0333,385,1565.5
Point (40.96470000000000056 40.4602999999999966),2316,ÇORUH NEHRİ - İSPİR KÖP.,40.4603,40.9647,1170,5505.2
Point (40.99580000000000268 40.48749999999999716),2316,ÇORUH NEHRİ - İSPİR KÖP.,40.4875,40.9958,1170,5505.2
Point (41.70280000000000342 40.77669999999999817),2314,TORTUM Ç. - ÇATAK KÖP.,40.7767,41.7028,610,1965.2
Point (40.96110000000000184 40.45889999999999986),2316,ÇORUH NEHRİ - İSPİR KÖP.,40.4589,40.9611,1170,5505.2
Point (41.67329999999999757 40.68829999999999814),2319,TORTUM ÇAYI - ULUBOĞA,40.6883,41.6733,775,1824
Point (40.60439999999999827 40.39189999999999969),2320,ÇORUH NEHRİ - LALELİ,40.3919,40.6044,1365,4759.2
Point (41.5981000000000023 41.25939999999999941),2317,ARDUCA DERESİ - DAMAR,41.2594,41.5981,980,8.4
Point (41.948599999999999 41.15500000000000114),2318,BERTA Ç. - ARDALA,41.155,41.9486,245,2274
Point (41.48499999999999943 40.74389999999999645),2305,ÇORUH NEHRİ - PETEREK,40.7439,41.485,653,7272
Point (41.69559999999999889 41.40500000000000114),2306,ARALIK D. - ARALIK,41.405,41.6956,75,69.6
Point (41.48469999999999658 40.74309999999999832),2305,ÇORUH NEHRİ - PETEREK,40.7431,41.4847,654,7272
Point (41.48469999999999658 40.74389999999999645),2305,ÇORUH NEHRİ - PETEREK,40.7439,41.4847,780,7261.2
Point (41.52250000000000085 40.5116999999999976),2311,TORTUM Ç. - DİKKALE,40.5117,41.5225,1140,1457.2
Point (41.54500000000000171 40.53529999999999944),2311,TORTUM Ç. - DİKKALE,40.5353,41.545,1074,1457.2
Point (41.68059999999999832 41.36140000000000327),2307,DEVİSKEL D. - DEVİSKEL,41.3614,41.6806,98,177.2
Point (40.47440000000000282 40.37830000000000297),2310,ÇORUH NEHRİ - KAN,40.3783,40.4744,1430,4404.8
Point (41.69830000000000325 40.78059999999999974),2323,OLTU SUYU - İŞHAN KÖPRÜSÜ,40.7806,41.6983,572,6854
Point (41.69689999999999941 40.78079999999999927),2323,OLTU SUYU - İŞHAN KÖPRÜSÜ,40.7808,41.6969,580,7069.8
Point (41.86780000000000257 41.17719999999999914),2322,ÇORUH NEHRİ - ALTINSU,41.1772,41.8678,190,18326.4
Point (41.6991999999999976 40.78029999999999688),2323,OLTU SUYU - İŞHAN KÖPRÜSÜ,40.7803,41.6992,625,6857.6
Point (41.69689999999999941 40.78139999999999787),2323,OLTU SUYU - İŞHAN KÖPRÜSÜ,40.7814,41.6969,580,6854
Point (42.1296999999999997 40.63190000000000168),2325,OLTU SUYU - AŞAĞIKUMLU,40.6319,42.1297,1150,1762
Point (41.70000000000000284 40.78079999999999927),2323,OLTU SUYU - İŞHAN KÖPRÜSÜ,40.7808,41.7,572,6854
Point (41.69780000000000086 40.78110000000000213),2323,OLTU SUYU - İŞHAN KÖPRÜSÜ,40.7811,41.6978,572,6854
Point (41.52669999999999817 40.88859999999999673),2321,PARHAL DERESİ - DUTDERE,40.8886,41.5267,705,586
Point (41.52579999999999671 40.89000000000000057),2321,PARHAL DERESİ - DUTDERE,40.89,41.5258,705,586
Point (40.60529999999999973 40.39189999999999969),2320,ÇORUH NEHRİ - LALELİ,40.3919,40.6053,1365,4759.2
Point (40.72390000000000043 40.415300000000002),2320,ÇORUH NEHRİ - LALELİ,40.4153,40.7239,1368,5188
Point (41.89330000000000354 41.16310000000000002),2322,ÇORUH NEHRİ - ALTINSU,41.1631,41.8933,201,18326.4
Point (41.88750000000000284 41.16830000000000211),2322,ÇORUH NEHRİ - ALTINSU,41.1683,41.8875,201,18326.4
Point (41.52640000000000242 40.89000000000000057),2321,PARHAL DERESİ - DUTDERE,40.89,41.5264,705,586
